SaleID,ProductKey,CustomerKey,OrderDate,Quantity,NetPrice,SalesAmount,Year,Month,DateKey
145,1666,84,2008-01-01,1,16.0455,16.0455,2008,1,20080101
146,1666,174,2008-01-01,1,16.0455,16.0455,2008,1,20080101
147,1666,175,2008-01-01,1,16.0455,16.0455,2008,1,20080101
148,1666,178,2008-01-01,1,16.0455,16.0455,2008,1,20080101
149,2145,18813,2008-01-01,1,123.405,123.405,2008,1,20080101
150,744,18813,2008-01-01,1,37.905,37.905,2008,1,20080101
151,2053,18813,2008-01-01,1,94.9905,94.9905,2008,1,20080101
152,2365,18813,2008-01-01,1,379.9905,379.9905,2008,1,20080101
153,1270,18813,2008-01-01,1,6.6025,6.6025,2008,1,20080101
154,1497,18813,2008-01-01,1,253.65,253.65,2008,1,20080101
155,1452,18813,2008-01-01,1,278.35,278.35,2008,1,20080101
156,2206,18813,2008-01-01,1,604.1905,604.1905,2008,1,20080101
157,1552,18813,2008-01-01,1,378.1,378.1,2008,1,20080101
158,956,18813,2008-01-01,1,188.1,188.1,2008,1,20080101
159,755,18813,2008-01-01,1,24.225,24.225,2008,1,20080101
160,2382,18813,2008-01-01,1,104.4905,104.4905,2008,1,20080101
161,1253,18813,2008-01-01,1,18.9905,18.9905,2008,1,20080101
162,1230,18813,2008-01-01,1,1453.5,1453.5,2008,1,20080101
163,1322,18813,2008-01-01,1,31.3405,31.3405,2008,1,20080101
164,929,18813,2008-01-01,1,32.2905,32.2905,2008,1,20080101
165,1261,18813,2008-01-01,1,35.1405,35.1405,2008,1,20080101
166,933,18813,2008-01-01,1,52.25,52.25,2008,1,20080101
167,2290,18813,2008-01-01,1,113.9905,113.9905,2008,1,20080101
168,2345,18813,2008-01-01,1,218.4905,218.4905,2008,1,20080101
169,1646,18813,2008-01-01,1,151.9905,151.9905,2008,1,20080101
170,1010,18813,2008-01-01,1,177.555,177.555,2008,1,20080101
171,300,18813,2008-01-01,1,208.05,208.05,2008,1,20080101
172,1186,18813,2008-01-01,1,817.0,817.0,2008,1,20080101
173,2173,18813,2008-01-01,1,154.85,154.85,2008,1,20080101
174,2104,18813,2008-01-01,1,244.625,244.625,2008,1,20080101
175,1553,18813,2008-01-01,1,254.6,254.6,2008,1,20080101
176,1628,18813,2008-01-01,1,13.1955,13.1955,2008,1,20080101
177,1164,18813,2008-01-01,1,171.0,171.0,2008,1,20080101
178,949,18813,2008-01-01,1,254.6,254.6,2008,1,20080101
179,186,18813,2008-01-01,1,85.405,85.405,2008,1,20080101
180,2235,18813,2008-01-01,1,96.8905,96.8905,2008,1,20080101
181,1593,18813,2008-01-01,1,13.1955,13.1955,2008,1,20080101
182,2493,18813,2008-01-01,1,23.7405,23.7405,2008,1,20080101
183,572,18824,2008-01-01,1,180.5,180.5,2008,1,20080101
184,592,18824,2008-01-01,1,474.05,474.05,2008,1,20080101
185,709,18840,2008-01-01,1,110.2,110.2,2008,1,20080101
186,683,18840,2008-01-01,1,122.55,122.55,2008,1,20080101
187,683,18841,2008-01-01,1,122.55,122.55,2008,1,20080101
188,736,18841,2008-01-01,1,112.1,112.1,2008,1,20080101
189,7,19036,2008-01-01,1,20.4915,20.4915,2008,1,20080101
190,7,19036,2008-01-01,2,20.4915,40.983,2008,1,20080101
191,683,18841,2008-01-01,2,122.55,245.1,2008,1,20080101
192,736,18841,2008-01-01,2,112.1,224.2,2008,1,20080101
193,709,18840,2008-01-01,2,110.2,220.4,2008,1,20080101
194,572,18824,2008-01-01,2,180.5,361.0,2008,1,20080101
195,2145,18813,2008-01-01,2,123.405,246.81,2008,1,20080101
196,2124,17164,2008-01-01,2,422.75,845.5,2008,1,20080101
197,1270,18813,2008-01-01,2,6.6025,13.205,2008,1,20080101
198,1763,4750,2008-01-01,2,94.7625,189.525,2008,1,20080101
199,1452,18813,2008-01-01,2,278.35,556.7,2008,1,20080101
200,2206,18813,2008-01-01,2,604.1905,1208.381,2008,1,20080101
201,1552,18813,2008-01-01,2,378.1,756.2,2008,1,20080101
202,1253,18813,2008-01-01,2,18.9905,37.981,2008,1,20080101
203,1230,18813,2008-01-01,2,1453.5,2907.0,2008,1,20080101
204,1322,18813,2008-01-01,2,31.3405,62.681,2008,1,20080101
205,1261,18813,2008-01-01,2,35.1405,70.281,2008,1,20080101
206,933,18813,2008-01-01,2,52.25,104.5,2008,1,20080101
207,1776,15268,2008-01-01,2,40.85,81.7,2008,1,20080101
208,2290,18813,2008-01-01,2,113.9905,227.981,2008,1,20080101
209,1010,18813,2008-01-01,2,177.555,355.11,2008,1,20080101
210,1186,18813,2008-01-01,2,817.0,1634.0,2008,1,20080101
211,2173,18813,2008-01-01,2,154.85,309.7,2008,1,20080101
212,2104,18813,2008-01-01,2,244.625,489.25,2008,1,20080101
213,1553,18813,2008-01-01,2,254.6,509.2,2008,1,20080101
214,1628,18813,2008-01-01,2,13.1955,26.391,2008,1,20080101
215,1666,14157,2008-01-01,2,16.0455,32.091,2008,1,20080101
216,1666,15059,2008-01-01,2,16.0455,32.091,2008,1,20080101
217,1666,15106,2008-01-01,2,16.0455,32.091,2008,1,20080101
218,949,18813,2008-01-01,2,254.6,509.2,2008,1,20080101
219,186,18813,2008-01-01,2,85.405,170.81,2008,1,20080101
220,2235,18813,2008-01-01,2,96.8905,193.781,2008,1,20080101
221,1666,18223,2008-01-01,2,16.0455,32.091,2008,1,20080101
222,1666,18254,2008-01-01,2,16.0455,32.091,2008,1,20080101
223,2493,18813,2008-01-01,2,23.7405,47.481,2008,1,20080101
224,2492,18813,2008-01-01,2,23.7405,47.481,2008,1,20080101
225,2492,18813,2008-01-01,3,23.7405,71.2215,2008,1,20080101
226,744,18813,2008-01-01,3,37.905,113.715,2008,1,20080101
227,2053,18813,2008-01-01,3,94.9905,284.9715,2008,1,20080101
228,2365,18813,2008-01-01,3,379.9905,1139.9715,2008,1,20080101
229,1497,18813,2008-01-01,3,253.65,760.95,2008,1,20080101
230,956,18813,2008-01-01,3,188.1,564.3,2008,1,20080101
231,2382,18813,2008-01-01,3,104.4905,313.4715,2008,1,20080101
232,1253,18813,2008-01-01,3,18.9905,56.9715,2008,1,20080101
233,1230,18813,2008-01-01,3,1453.5,4360.5,2008,1,20080101
234,929,18813,2008-01-01,3,32.2905,96.8715,2008,1,20080101
235,1776,15273,2008-01-01,3,40.85,122.55,2008,1,20080101
236,2345,18813,2008-01-01,3,218.4905,655.4715,2008,1,20080101
237,1646,18813,2008-01-01,3,151.9905,455.9715,2008,1,20080101
238,1010,18813,2008-01-01,3,177.555,532.665,2008,1,20080101
239,300,18813,2008-01-01,3,208.05,624.15,2008,1,20080101
240,197,17606,2008-01-01,3,284.905,854.715,2008,1,20080101
241,1628,18813,2008-01-01,3,13.1955,39.5865,2008,1,20080101
242,1666,14065,2008-01-01,3,16.0455,48.1365,2008,1,20080101
243,1666,14177,2008-01-01,3,16.0455,48.1365,2008,1,20080101
244,1666,14293,2008-01-01,3,16.0455,48.1365,2008,1,20080101
245,1164,18813,2008-01-01,3,171.0,513.0,2008,1,20080101
246,1666,16643,2008-01-01,3,16.0455,48.1365,2008,1,20080101
247,186,18813,2008-01-01,3,85.405,256.215,2008,1,20080101
248,2235,18813,2008-01-01,3,96.8905,290.6715,2008,1,20080101
249,1666,17259,2008-01-01,3,16.0455,48.1365,2008,1,20080101
250,1666,17270,2008-01-01,3,16.0455,48.1365,2008,1,20080101
251,1666,18046,2008-01-01,3,16.0455,48.1365,2008,1,20080101
252,2493,18813,2008-01-01,3,23.7405,71.2215,2008,1,20080101
253,592,18824,2008-01-01,3,474.05,1422.15,2008,1,20080101
254,683,18840,2008-01-01,3,122.55,367.65,2008,1,20080101
255,736,18841,2008-01-01,3,112.1,336.3,2008,1,20080101
256,2492,18813,2008-01-01,4,23.7405,94.962,2008,1,20080101
257,2493,18813,2008-01-01,4,23.7405,94.962,2008,1,20080101
258,2145,18813,2008-01-01,4,123.405,493.62,2008,1,20080101
259,744,18813,2008-01-01,4,37.905,151.62,2008,1,20080101
260,2053,18813,2008-01-01,4,94.9905,379.962,2008,1,20080101
261,2124,17159,2008-01-01,4,422.75,1691.0,2008,1,20080101
262,2365,18813,2008-01-01,4,379.9905,1519.962,2008,1,20080101
263,1270,18813,2008-01-01,4,6.6025,26.41,2008,1,20080101
264,1497,18813,2008-01-01,4,253.65,1014.6,2008,1,20080101
265,1452,18813,2008-01-01,4,278.35,1113.4,2008,1,20080101
266,2206,18813,2008-01-01,4,604.1905,2416.762,2008,1,20080101
267,1552,18813,2008-01-01,4,378.1,1512.4,2008,1,20080101
268,956,18813,2008-01-01,4,188.1,752.4,2008,1,20080101
269,755,18813,2008-01-01,4,24.225,96.9,2008,1,20080101
270,2382,18813,2008-01-01,4,104.4905,417.962,2008,1,20080101
271,1763,4780,2008-01-01,4,94.7625,379.05,2008,1,20080101
272,1322,18813,2008-01-01,4,31.3405,125.362,2008,1,20080101
273,929,18813,2008-01-01,4,32.2905,129.162,2008,1,20080101
274,1261,18813,2008-01-01,4,35.1405,140.562,2008,1,20080101
275,2290,18813,2008-01-01,4,113.9905,455.962,2008,1,20080101
276,2345,18813,2008-01-01,4,218.4905,873.962,2008,1,20080101
277,1646,18813,2008-01-01,4,151.9905,607.962,2008,1,20080101
278,300,18813,2008-01-01,4,208.05,832.2,2008,1,20080101
279,1186,18813,2008-01-01,4,817.0,3268.0,2008,1,20080101
280,2173,18813,2008-01-01,4,154.85,619.4,2008,1,20080101
281,2104,18813,2008-01-01,4,244.625,978.5,2008,1,20080101
282,1553,18813,2008-01-01,4,254.6,1018.4,2008,1,20080101
283,1666,14173,2008-01-01,4,16.0455,64.182,2008,1,20080101
284,1666,15098,2008-01-01,4,16.0455,64.182,2008,1,20080101
285,1666,15540,2008-01-01,4,16.0455,64.182,2008,1,20080101
286,1666,15690,2008-01-01,4,16.0455,64.182,2008,1,20080101
287,1666,16459,2008-01-01,4,16.0455,64.182,2008,1,20080101
288,1666,16617,2008-01-01,4,16.0455,64.182,2008,1,20080101
289,1666,16628,2008-01-01,4,16.0455,64.182,2008,1,20080101
290,1666,16663,2008-01-01,4,16.0455,64.182,2008,1,20080101
291,1666,17078,2008-01-01,4,16.0455,64.182,2008,1,20080101
292,192,5970,2008-01-01,4,569.05,2276.2,2008,1,20080101
293,1666,18238,2008-01-01,4,16.0455,64.182,2008,1,20080101
294,1666,18247,2008-01-01,4,16.0455,64.182,2008,1,20080101
295,1593,18813,2008-01-01,4,13.1955,52.782,2008,1,20080101
296,572,18824,2008-01-01,4,180.5,722.0,2008,1,20080101
297,709,18840,2008-01-01,4,110.2,440.8,2008,1,20080101
298,7,19036,2008-01-01,4,20.4915,81.966,2008,1,20080101
299,1728,11805,2008-01-03,1,63.84,63.84,2008,1,20080103
300,1728,11807,2008-01-03,1,63.84,63.84,2008,1,20080103
301,1728,11810,2008-01-03,1,63.84,63.84,2008,1,20080103
302,1728,11811,2008-01-03,1,63.84,63.84,2008,1,20080103
303,249,9846,2008-01-03,1,159.2,159.2,2008,1,20080103
304,249,9848,2008-01-03,1,159.2,159.2,2008,1,20080103
305,279,9855,2008-01-03,1,239.2,239.2,2008,1,20080103
306,1884,6112,2008-01-03,1,1454.4,1454.4,2008,1,20080103
307,1884,6114,2008-01-03,1,1454.4,1454.4,2008,1,20080103
308,1884,6195,2008-01-03,1,1454.4,1454.4,2008,1,20080103
309,1840,6199,2008-01-03,1,1279.2,1279.2,2008,1,20080103
310,1840,6200,2008-01-03,1,1279.2,1279.2,2008,1,20080103
311,1840,6201,2008-01-03,1,1279.2,1279.2,2008,1,20080103
312,1840,6202,2008-01-03,1,1279.2,1279.2,2008,1,20080103
313,1819,9057,2008-01-03,1,25.6,25.6,2008,1,20080103
314,1594,4668,2008-01-03,1,7.992,7.992,2008,1,20080103
315,1594,4673,2008-01-03,1,7.992,7.992,2008,1,20080103
316,1594,4681,2008-01-03,1,7.992,7.992,2008,1,20080103
317,379,9894,2008-01-03,2,260.8,521.6,2008,1,20080103
318,1884,6115,2008-01-03,2,1454.4,2908.8,2008,1,20080103
319,1819,9044,2008-01-03,2,25.6,51.2,2008,1,20080103
320,1840,6198,2008-01-03,2,1279.2,2558.4,2008,1,20080103
321,1728,11806,2008-01-03,3,63.84,191.52,2008,1,20080103
322,1728,11816,2008-01-03,3,63.84,191.52,2008,1,20080103
323,1594,4675,2008-01-03,3,7.992,23.976,2008,1,20080103
324,1689,12275,2008-01-06,1,4.731,4.731,2008,1,20080106
325,1689,12277,2008-01-06,1,4.731,4.731,2008,1,20080106
326,1689,12278,2008-01-06,1,4.731,4.731,2008,1,20080106
327,1689,12279,2008-01-06,1,4.731,4.731,2008,1,20080106
328,1689,12328,2008-01-06,1,4.731,4.731,2008,1,20080106
329,1689,12380,2008-01-06,1,4.731,4.731,2008,1,20080106
330,1689,12518,2008-01-06,1,4.731,4.731,2008,1,20080106
331,1689,12550,2008-01-06,1,4.731,4.731,2008,1,20080106
332,1689,12559,2008-01-06,1,4.731,4.731,2008,1,20080106
333,1689,12565,2008-01-06,1,4.731,4.731,2008,1,20080106
334,1689,12667,2008-01-06,1,4.731,4.731,2008,1,20080106
335,1689,12668,2008-01-06,1,4.731,4.731,2008,1,20080106
336,1689,12688,2008-01-06,1,4.731,4.731,2008,1,20080106
337,1689,12689,2008-01-06,1,4.731,4.731,2008,1,20080106
338,1689,12693,2008-01-06,1,4.731,4.731,2008,1,20080106
339,1689,12694,2008-01-06,1,4.731,4.731,2008,1,20080106
340,1689,12695,2008-01-06,1,4.731,4.731,2008,1,20080106
341,1689,12696,2008-01-06,1,4.731,4.731,2008,1,20080106
342,1689,12698,2008-01-06,1,4.731,4.731,2008,1,20080106
343,1689,12699,2008-01-06,1,4.731,4.731,2008,1,20080106
344,1689,12700,2008-01-06,1,4.731,4.731,2008,1,20080106
345,1689,12701,2008-01-06,1,4.731,4.731,2008,1,20080106
346,1689,12787,2008-01-06,1,4.731,4.731,2008,1,20080106
347,1689,12788,2008-01-06,1,4.731,4.731,2008,1,20080106
348,1689,12790,2008-01-06,1,4.731,4.731,2008,1,20080106
349,1689,12791,2008-01-06,1,4.731,4.731,2008,1,20080106
350,1689,12792,2008-01-06,1,4.731,4.731,2008,1,20080106
351,1689,12793,2008-01-06,1,4.731,4.731,2008,1,20080106
352,1689,12795,2008-01-06,1,4.731,4.731,2008,1,20080106
353,1757,4839,2008-01-06,1,53.105,53.105,2008,1,20080106
354,1757,4840,2008-01-06,1,53.105,53.105,2008,1,20080106
355,1757,5219,2008-01-06,1,53.105,53.105,2008,1,20080106
356,1757,5223,2008-01-06,1,53.105,53.105,2008,1,20080106
357,1757,5224,2008-01-06,1,53.105,53.105,2008,1,20080106
358,197,18328,2008-01-06,1,284.905,284.905,2008,1,20080106
359,197,18330,2008-01-06,1,284.905,284.905,2008,1,20080106
360,197,18335,2008-01-06,1,284.905,284.905,2008,1,20080106
361,1874,5083,2008-01-06,1,1727.1,1727.1,2008,1,20080106
362,1874,5085,2008-01-06,1,1727.1,1727.1,2008,1,20080106
363,1874,5088,2008-01-06,1,1727.1,1727.1,2008,1,20080106
364,1874,5089,2008-01-06,1,1727.1,1727.1,2008,1,20080106
365,1857,5846,2008-01-06,1,2520.255,2520.255,2008,1,20080106
366,1857,5853,2008-01-06,1,2520.255,2520.255,2008,1,20080106
367,1857,5854,2008-01-06,1,2520.255,2520.255,2008,1,20080106
368,1857,5855,2008-01-06,1,2520.255,2520.255,2008,1,20080106
369,1857,5862,2008-01-06,1,2520.255,2520.255,2008,1,20080106
370,1857,5863,2008-01-06,1,2520.255,2520.255,2008,1,20080106
371,1857,5866,2008-01-06,1,2520.255,2520.255,2008,1,20080106
372,1830,5073,2008-01-06,1,1519.05,1519.05,2008,1,20080106
373,1830,5075,2008-01-06,1,1519.05,1519.05,2008,1,20080106
374,1830,5076,2008-01-06,1,1519.05,1519.05,2008,1,20080106
375,1830,5077,2008-01-06,1,1519.05,1519.05,2008,1,20080106
376,1830,5078,2008-01-06,1,1519.05,1519.05,2008,1,20080106
377,1830,5080,2008-01-06,1,1519.05,1519.05,2008,1,20080106
378,1830,5081,2008-01-06,1,1519.05,1519.05,2008,1,20080106
379,1824,4261,2008-01-06,1,30.4,30.4,2008,1,20080106
380,1824,4277,2008-01-06,1,30.4,30.4,2008,1,20080106
381,1824,4278,2008-01-06,1,30.4,30.4,2008,1,20080106
382,1824,4279,2008-01-06,1,30.4,30.4,2008,1,20080106
383,1824,4425,2008-01-06,1,30.4,30.4,2008,1,20080106
384,1824,4520,2008-01-06,1,30.4,30.4,2008,1,20080106
385,1824,4814,2008-01-06,1,30.4,30.4,2008,1,20080106
386,1824,4820,2008-01-06,1,30.4,30.4,2008,1,20080106
387,1824,4821,2008-01-06,1,30.4,30.4,2008,1,20080106
388,1824,4825,2008-01-06,1,30.4,30.4,2008,1,20080106
389,1692,12796,2008-01-06,1,6.6405,6.6405,2008,1,20080106
390,1692,12797,2008-01-06,1,6.6405,6.6405,2008,1,20080106
391,1692,12798,2008-01-06,1,6.6405,6.6405,2008,1,20080106
392,1692,12801,2008-01-06,1,6.6405,6.6405,2008,1,20080106
393,1692,12802,2008-01-06,1,6.6405,6.6405,2008,1,20080106
394,1692,12803,2008-01-06,1,6.6405,6.6405,2008,1,20080106
395,1692,12806,2008-01-06,1,6.6405,6.6405,2008,1,20080106
396,1692,13238,2008-01-06,1,6.6405,6.6405,2008,1,20080106
397,1692,13276,2008-01-06,1,6.6405,6.6405,2008,1,20080106
